id,vessel_id,component,component_code,job_id,work_order_no,work_order_type,template_code,execution_id,job_title,assigned_to,due_date,status,date_completed,submitted_date,task_type,maintenance_type,maintenance_basis,frequency_value,frequency_unit,approver_remarks,is_execution,template_id,approver,approval_date,rejection_date,next_due_date,next_due_reading,current_reading,class_related,job_priority,brief_work_description,data_scope,fleet_equipment_code,fleet_job_code,job_group,job_category,sfi_code,maintenance_interval_value,maintenance_interval_unit,interval_running_hour,department,criticality,is_active,scope_notes,postponement_end_date,postponement_reason,postponement_authorized_by,on_demand_reason,risk_assessment_status,safety_checklists_status,operational_forms_status,start_date_time,completion_date_time,execution_assigned_to,performed_by,no_of_persons,total_time_hours,manhours,work_carried_out,job_experience_notes,previous_reading,running_hours,running_hours_difference,reading_date,wo_execution_id,remarks,completion_remarks,rejection_comments,approval_action,driver_type,created_at,updated_at,was_rejected
WO-1770978832259-vtb8k5qf8,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder liners No.04,651.003.04,JOB-1768375697730-vrhe8emeh,MKR-IN-00085-651.003.04-2025-579,Standard,,,AE Cylinder Liner Inspection - 1M,2nd Engineer,04-May-2025,Completed,16-May-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,17-May-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,02-May-2025,16-May-2025,,2nd Engineer,2,7.4,6.1,"Carried out AE Cylinder Liner Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Equipment tested satisfactorily after completion of AE Cylinder Liner Inspection - 1M. No issues found.,Routine check completed. Equipment in satisfactory condition.,,Approved,calendar,2025-04-18 12:34:20.702,2025-05-16 12:34:20.702,f
WO-1770978832259-rh6dgfeq3,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder covers w/valves No.01,651.002.01,JOB-1768375697677-l4b48zr2y,MKR-IN-00080-651.002.01-2025-501,Standard,,,AE Cylinder Covers with Valves Inspection - 1M,Chief Engineer,27-Apr-2025,Completed,05-May-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,08-May-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,26-Apr-2025,05-May-2025,,Chief Engineer,2,1.8,2.1,"Carried out AE Cylinder Covers with Valves Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Checks completed as per manufacturer guidelines for AE Cylinder Covers with Valves Inspection - 1M. Next service due as scheduled.,Inspection completed. No abnormalities found. Equipment in good condition.,,Approved,calendar,2025-04-18 02:03:49.842,2025-05-05 02:03:49.842,f
WO-1770967515018-oswm52n4n,7440571a-841a-11ed-aa7c-7003bca91a86,AE3 Cylinder Liners No.03,653.003.03,JOB-1768375698311-y5ms9jqpc,UWO-653.003.03-2025-617,Unplanned,,,AE3 Cylinder Liners No.03 - Hydraulic System Pressure Drop,3rd Engineer,29-Apr-2025,Completed,2025-04-27T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,30-Apr-2025,,,,,,High,Hydraulic system pressure dropping. Investigated and found leaking fitting. Repaired.,vessel,,,,,,,,,Engine,,t,,,,,,,,,27-Apr-2025,27-Apr-2025,,3rd Engineer,2,16.2,14.1,Carried out AE3 Cylinder Liners No.03 - Hydraulic System Pressure Drop. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.,,,,,,,Small adjustments made to operating parameters. Equipment performance satisfactory.,Maintenance carried out. All worn parts replaced. Equipment tested and found in order.,,Approved,,2025-04-17 00:00:00,2025-04-27 00:00:00,f
WO-1770967515018-vl6ygtoyv,7440571a-841a-11ed-aa7c-7003bca91a86,AE3 Crankcase Doors W/Safety Valve No.02,653.020.02,JOB-1768375698420-ojugqtt4g,UWO-653.020.02-2025-648,Unplanned,,,AE3 Crankcase Doors W/Safety Valve No.02 - Fuel System Contamination,Chief Engineer,29-Apr-2025,Completed,2025-04-29T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,02-May-2025,,,,,,High,Fuel oil contamination detected. Purifier and filters cleaned/replaced.,vessel,,,,,,,,,Engine,,t,,,,,,,,,28-Apr-2025,29-Apr-2025,,Chief Engineer,2,19.5,16.1,Carried out AE3 Crankcase Doors W/Safety Valve No.02 - Fuel System Contamination. Inspected valve seat and disc for wear and damage. Checked gland packing and stem condition. Operated valve through full range and checked for leaks. Valve operation satisfactory.,,,,,,,Small adjustments made to operating parameters. Equipment performance satisfactory.,Routine check completed. Equipment in satisfactory condition.,,Approved,,2025-04-16 00:00:00,2025-04-29 00:00:00,f
WO-1770978832259-2ksd5pldh,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder liners No.03,651.003.03,JOB-1768375697725-n4b6pwj8y,MKR-IN-00085-651.003.03-2025-573,Standard,,,AE Cylinder Liner Inspection - 1M,2nd Engineer,24-Apr-2025,Completed,29-Apr-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,30-Apr-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,24-Apr-2025,29-Apr-2025,,2nd Engineer,1,1.6,1.3,"Carried out AE Cylinder Liner Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Equipment tested satisfactorily after maintenance. No issues found.,Routine check completed. Equipment in satisfactory condition.,,Approved,calendar,2025-04-13 08:44:00.86,2025-04-29 08:44:00.86,f
WO-1770967515015-fi86paruk,7440571a-841a-11ed-aa7c-7003bca91a86,ME turbochargers,601.053,JOB-1768375697585-z6leju6xr,WO-601.053-2025-445,Planned,,,"ME Turbocharger Turbine, Cleaning - 500H",2nd Engineer,25-Apr-2025,Completed,2025-04-23T00:00:00.000Z,,,Inspection,Running Hours,500,Hours,,f,,Chief Engineer,26-Apr-2025,,,,12684.34,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 196, 171, 172
Job Reference: Group No. 400
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Cleaning of turbine side of turbocharger to be carried out (vegetal solid cleaning).",vessel,,,,,,,,,Engine,,t,,,,,,,,,23-Apr-2025,23-Apr-2025,,2nd Engineer,1,0.7,0.7,"Carried out ME Turbocharger Turbine, Cleaning - 500H. Removed all deposits and contamination. Flushed system with approved cleaning agent. Inspected surfaces for damage or corrosion. Reassembled and tested.",,12178.19,12684.34,506.15,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,Overhaul completed. All clearances within maker's tolerance. Equipment tested under load.,,Approved,running_hours,2025-04-12 00:00:00,2025-04-23 00:00:00,f
WO-1770967515018-1j8ma0b2k,7440571a-841a-11ed-aa7c-7003bca91a86,"AE3 Main Bearings, Journals No.02",653.007.02,JOB-1768375698372-s0k2wesnc,UWO-653.007.02-2025-738,Unplanned,,,"AE3 Main Bearings, Journals No.02 - Electrical Fault - Motor Trip",2nd Engineer,23-Apr-2025,Completed,2025-04-25T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,28-Apr-2025,,,,,,High,Motor tripped on overload. Investigated and rectified fault.,vessel,,,,,,,,,Engine,,t,,,,,,,,,22-Apr-2025,25-Apr-2025,,2nd Engineer,2,15.1,13.1,"Carried out AE3 Main Bearings, Journals No.02 - Electrical Fault - Motor Trip. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.",,,,,,,"Additional observations during AE3 Main Bearings, Journals No.02 - Electrical Fault - Motor Trip - recommend follow-up at next scheduled interval.",Inspection completed. No abnormalities found. Equipment in good condition.,,Approved,,2025-04-12 00:00:00,2025-04-25 00:00:00,f
WO-1770978832259-0j66ozh31,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder covers w/valves No.03,651.002.03,JOB-1768375697692-acj96mboz,MKR-IN-00080-651.002.03-2025-525,Standard,,,AE Cylinder Covers with Valves Inspection - 1M,4th Engineer,24-Apr-2025,Completed,07-May-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,08-May-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,22-Apr-2025,07-May-2025,,4th Engineer,1,8.3,9.5,"Carried out AE Cylinder Covers with Valves Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Equipment tested satisfactorily after maintenance. No issues found.,Inspection completed. No abnormalities found. Equipment in good condition.,,Approved,calendar,2025-04-10 14:20:31.891,2025-05-07 14:20:31.891,f
WO-1770967515017-rfwnxpbyr,7440571a-841a-11ed-aa7c-7003bca91a86,RUDDER W/WELDED PARTS,401,JOB-1768375696887-0ce70adnn,UWO-401-2025-526,Unplanned,,,RUDDER W/WELDED PARTS - Electrical Fault - Motor Trip,3rd Engineer,16-Apr-2025,Overdue,,,,Breakdown,Breakdown,,,,f,,,,,,,,,High,Motor tripped on overload. Investigated and rectified fault.,vessel,,,,,,,,,Engine,,t,,13-Jun-2025,Awaiting next port call for shore-based maintenance support,Supt. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,2025-04-10 00:00:00,2026-02-13 10:43:46.978777,f
WO-1770967515004-kq9mfsp76,7440571a-841a-11ed-aa7c-7003bca91a86,FO separators No.02,702.005.02,JOB-1768375698538-eaypatso8,WO-702.005.02-2025-274,Planned,,,"Purifier, Routine - 1W",3rd Engineer,20-Apr-2025,Completed,2025-04-19T00:00:00.000Z,,,Inspection,Calendar,1,Weeks,,f,,Chief Engineer,21-Apr-2025,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",vessel,,,,,,,,,Engine,,t,,,,,,,,,20-Apr-2025,19-Apr-2025,,3rd Engineer,1,0.9,0.8,"Carried out Purifier, Routine - 1W. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.",,,,,,,Minor additional findings recorded. Follow-up inspection recommended during next maintenance period.,Service completed. Oil samples taken for analysis. Equipment running normally.,,Approved,calendar,2025-04-09 00:00:00,2025-04-19 00:00:00,f
WO-1770978832260-a3m3ddv41,7440571a-841a-11ed-aa7c-7003bca91a86,AE 2 AE cylinder covers w/valves No.03,652.002.03,JOB-1768375698027-asejgfpbd,MKR-IN-00080-652.002.03-2025-623,Standard,,,AE Cylinder Covers with Valves Inspection - 1M,Electrican,18-Apr-2025,Completed,27-Apr-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,29-Apr-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,18-Apr-2025,27-Apr-2025,,Electrican,1,1.2,1.0,"Carried out AE Cylinder Covers with Valves Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,Job completed satisfactorily. All parameters within normal limits.,,Approved,calendar,2025-04-06 23:52:15.976,2025-04-27 23:52:15.976,f
WO-1770967515019-jyeqwq8wp,7440571a-841a-11ed-aa7c-7003bca91a86,MOTOR AGGREGATES NO.03,653,JOB-1768375698249-857uxmj8e,UWO-653-2025-865,Unplanned,,,MOTOR AGGREGATES NO.03 - Control System Malfunction,4th Engineer,12-Apr-2025,Completed,2025-04-13T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,15-Apr-2025,,,,,,Medium,Control system showing intermittent faults. Checked connections and calibrated.,vessel,,,,,,,,,Engine,,t,,,,,,,,,11-Apr-2025,13-Apr-2025,,4th Engineer,1,19.3,20.8,Carried out MOTOR AGGREGATES NO.03 - Control System Malfunction. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.,,,,,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,Visual inspection completed. Minor corrosion noted and treated. Equipment serviceable.,,Approved,,2025-04-05 00:00:00,2025-04-13 00:00:00,f
WO-1770967515018-oiw7gbu89,7440571a-841a-11ed-aa7c-7003bca91a86,FUEL OIL PURIFICATION PLANTS,702,JOB-1768375698505-5h32zwd3i,UWO-702-2025-747,Unplanned,,,FUEL OIL PURIFICATION PLANTS - Sensor Failure - Replacement,2nd Engineer,13-Apr-2025,Completed,2025-04-12T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,14-Apr-2025,,,,,,High,Temperature/pressure sensor giving erratic readings. Replaced sensor.,vessel,,,,,,,,,Engine,,t,,,,,,,,,11-Apr-2025,12-Apr-2025,,2nd Engineer,3,21.7,18.0,Carried out FUEL OIL PURIFICATION PLANTS - Sensor Failure - Replacement. Removed old components and inspected mounting surfaces. Fitted new parts ensuring correct alignment and torque. Tested system for leaks and proper operation.,,,,,,,Equipment tested satisfactorily after completion of FUEL OIL PURIFICATION PLANTS - Sensor Failure - Replacement. No issues found.,Overhaul completed. All clearances within maker's tolerance. Equipment tested under load.,,Approved,,2025-04-05 00:00:00,2025-04-12 00:00:00,f
WO-1770967515018-r2ley5uzp,7440571a-841a-11ed-aa7c-7003bca91a86,AE3 Pistons And Connecting Rod No.05,653.004.05,JOB-1768375698355-0paphpb9k,UWO-653.004.05-2025-654,Unplanned,,,AE3 Pistons And Connecting Rod No.05 - Electrical Fault - Motor Trip,3rd Engineer,15-Apr-2025,Completed,2025-04-15T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,16-Apr-2025,,,,,,High,Motor tripped on overload. Investigated and rectified fault.,vessel,,,,,,,,,Engine,,t,,,,,,,,,15-Apr-2025,15-Apr-2025,,3rd Engineer,2,21.7,17.8,Carried out AE3 Pistons And Connecting Rod No.05 - Electrical Fault - Motor Trip. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.,,,,,,,Equipment tested satisfactorily after maintenance. No issues found.,Routine check completed. Equipment in satisfactory condition.,,Approved,,2025-04-04 00:00:00,2025-04-15 00:00:00,f
WO-1770967515018-z51qalrmh,7440571a-841a-11ed-aa7c-7003bca91a86,AE2 Crankcases,652.018,JOB-1768375698154-dzms9xqyx,UWO-652.018-2025-728,Unplanned,,,AE2 Crankcases - Hydraulic System Pressure Drop,2nd Engineer,13-Apr-2025,Completed,2025-04-14T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,15-Apr-2025,,,,,,High,Hydraulic system pressure dropping. Investigated and found leaking fitting. Repaired.,vessel,,,,,,,,,Engine,,t,,,,,,,,,13-Apr-2025,14-Apr-2025,,2nd Engineer,2,16.5,16.7,Carried out AE2 Crankcases - Hydraulic System Pressure Drop. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.,,,,,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,Job completed satisfactorily. All parameters within normal limits.,,Approved,,2025-04-03 00:00:00,2025-04-14 00:00:00,f
WO-1770967515019-ty6wwwr1i,7440571a-841a-11ed-aa7c-7003bca91a86,ME Indicators No.01,601.066.01,JOB-1768375697629-njv3hbmjn,UWO-601.066.01-2025-867,Unplanned,,,ME Indicators No.01 - Sensor Failure - Replacement,2nd Engineer,16-Apr-2025,Completed,2025-04-17T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,18-Apr-2025,,,,,,High,Temperature/pressure sensor giving erratic readings. Replaced sensor.,vessel,,,,,,,,,Engine,,t,,,,,,,,,14-Apr-2025,17-Apr-2025,,2nd Engineer,3,14.8,16.6,Carried out ME Indicators No.01 - Sensor Failure - Replacement. Removed old components and inspected mounting surfaces. Fitted new parts ensuring correct alignment and torque. Tested system for leaks and proper operation.,,,,,,,Checks completed as per manufacturer guidelines for ME Indicators No.01 - Sensor Failure - Replacement. Next service due as scheduled.,Routine check completed. Equipment in satisfactory condition.,,Approved,,2025-04-03 00:00:00,2025-04-17 00:00:00,f
WO-1770967515018-y5940x9c9,7440571a-841a-11ed-aa7c-7003bca91a86,"AE2 Main Bearings, Journals No.03",652.007.03,JOB-1768375698126-uus74l55h,UWO-652.007.03-2025-816,Unplanned,,,"AE2 Main Bearings, Journals No.03 - Filter Blockage - Emergency Cleaning",3rd Engineer,11-Apr-2025,Completed,2025-04-10T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,11-Apr-2025,,,,,,Medium,Filter differential pressure high. Emergency cleaning/replacement carried out.,vessel,,,,,,,,,Engine,,t,,,,,,,,,11-Apr-2025,10-Apr-2025,,3rd Engineer,4,17,15.6,"Carried out AE2 Main Bearings, Journals No.03 - Filter Blockage - Emergency Cleaning. Removed all deposits and contamination. Flushed system with approved cleaning agent. Inspected surfaces for damage or corrosion. Reassembled and tested.",,,,,,,All maintenance checks completed per OEM recommendations. Next scheduled service as per PMS.,Overhaul completed. All clearances within maker's tolerance. Equipment tested under load.,,Approved,,2025-04-02 00:00:00,2025-04-10 00:00:00,f
WO-1770978832254-jka7fkx9i,7440571a-841a-11ed-aa7c-7003bca91a86,"AE 1 AE main bearings, journals No.01",651.007.01,JOB-1768375697777-xmz9kq7bq,MKR-IN-00015-651.007.01-2025-038,Standard,,,"DG Main Bearing, Visual Check - 2Y/8000H",Electrican,19-Apr-2025,Completed,27-Apr-2025,,Maintenance,Planned,Running Hours,8000,Hours,,f,,Chief Engineer,29-Apr-2025,,,,,No,Medium,,vessel,,,,,,,,,,,t,,,,,,,,,18-Apr-2025,27-Apr-2025,,Electrican,1,3.9,3.5,"Carried out DG Main Bearing, Visual Check - 2Y/8000H. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,1368.64,9368.64,8000,,,All checks completed as per manufacturer guidelines. Next service due as scheduled.,Maintenance carried out. All worn parts replaced. Equipment tested and found in order.,,Approved,running_hours,2025-04-01 20:12:21.961,2025-04-27 20:12:21.961,f
WO-1770978832260-wppmed5mw,7440571a-841a-11ed-aa7c-7003bca91a86,AE 2 AE cylinder covers w/valves No.03,652.002.03,JOB-1768375698027-asejgfpbd,MKR-IN-00080-652.002.03-2025-621,Standard,,,AE Cylinder Covers with Valves Inspection - 1M,2nd Engineer,20-Apr-2025,Completed,02-May-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,05-May-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,19-Apr-2025,02-May-2025,,2nd Engineer,2,5.1,5.1,"Carried out AE Cylinder Covers with Valves Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Minor adjustments made. Equipment performance within acceptable parameters.,Service completed. Oil samples taken for analysis. Equipment running normally.,,Approved,calendar,2025-03-31 05:18:35.232,2025-05-02 05:18:35.232,f
WO-1770978832255-ez5m3t1g3,7440571a-841a-11ed-aa7c-7003bca91a86,AE 2 AE crankcase doors w/safety valve No.01,652.020.01,JOB-1768375698160-xbo6vxclj,MKR-IN-00017-652.020.01-2025-094,Standard,,,"DG Cylinder Liner, Visual Check - 2Y/8000H",4th Engineer,08-Apr-2025,Completed,10-Apr-2025,,Maintenance,Planned,Running Hours,8000,Hours,,f,,Chief Engineer,11-Apr-2025,,,,,No,Medium,,vessel,,,,,,,,,,,t,,,,,,,,,06-Apr-2025,10-Apr-2025,,4th Engineer,2,7.0,7.0,"Carried out DG Cylinder Liner, Visual Check - 2Y/8000H. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,1146.75,9146.75,8000,,,Spare parts replaced as listed. Old parts retained for inspection/disposal.,Work carried out as per maker's instructions. Equipment tested and found satisfactory.,,Approved,running_hours,2025-03-31 02:09:10.313,2025-04-10 02:09:10.313,f
WO-1770967515004-tau6l4ka3,7440571a-841a-11ed-aa7c-7003bca91a86,FO separators No.02,702.005.02,JOB-1768375698538-eaypatso8,WO-702.005.02-2025-273,Planned,,,"Purifier, Routine - 1W",3rd Engineer,13-Apr-2025,Completed,2025-04-13T00:00:00.000Z,,,Inspection,Calendar,1,Weeks,,f,,Chief Engineer,15-Apr-2025,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",vessel,,,,,,,,,Engine,,t,,,,,,,,,11-Apr-2025,13-Apr-2025,,3rd Engineer,1,1,0.9,"Carried out Purifier, Routine - 1W. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.",,,,,,,Minor adjustments made. Equipment performance within acceptable parameters.,Job completed satisfactorily. All parameters within normal limits.,,Approved,calendar,2025-03-31 00:00:00,2025-04-13 00:00:00,f
WO-1770978832259-d237clnir,7440571a-841a-11ed-aa7c-7003bca91a86,ME indicators No.03,601.066.03,JOB-1768375697641-9ro3dhhfo,MKR-IN-00079-601.066.03-2025-471,Standard,,,Main Engine – Indicator Valves & Indicators Inspection - 1M,4th Engineer,17-Apr-2025,Completed,27-Apr-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,30-Apr-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,15-Apr-2025,27-Apr-2025,,4th Engineer,1,1.5,1.6,"Carried out Main Engine – Indicator Valves & Indicators Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Work on Main Engine – Indicator Valves & Indicators Inspection - 1M delayed due to operational requirements. Completed during next available window.,Job completed satisfactorily. All parameters within normal limits.,,Approved,calendar,2025-03-30 19:53:06.348,2025-04-27 19:53:06.348,f
WO-1770978832258-rkrmv4mz0,7440571a-841a-11ed-aa7c-7003bca91a86,ME exhaust gas manifolds/pipes w/insulation,601.059,JOB-1768375697612-dr4ya0drk,MKR-IN-00078-601.059-2025-449,Standard,,,Main Engine – Exhaust Gas Manifolds & Pipes with Insulation Inspection - 1M,4th Engineer,14-Apr-2025,Completed,22-Apr-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,25-Apr-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,13-Apr-2025,22-Apr-2025,,4th Engineer,2,4.1,3.4,"Carried out Main Engine – Exhaust Gas Manifolds & Pipes with Insulation Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,All checks completed as per manufacturer guidelines. Next service due as scheduled.,Visual inspection completed. Minor corrosion noted and treated. Equipment serviceable.,,Approved,calendar,2025-03-30 19:42:54.64,2025-04-22 19:42:54.64,f
WO-1770978832255-v17ptzf88,7440571a-841a-11ed-aa7c-7003bca91a86,Ballast tanks/SW tanks No.04,285.001.04,JOB-1768375696845-n6aj2hzvt,MKR-IN-00072-285.001.04-2025-189,Standard,,,Ballast Tanks Inspection - 1M,Chief Engineer,10-Apr-2025,Completed,22-Apr-2025,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,24-Apr-2025,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,09-Apr-2025,22-Apr-2025,,Chief Engineer,1,7.0,7.9,"Carried out Ballast Tanks Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Equipment tested satisfactorily after maintenance. No issues found.,Service completed. Oil samples taken for analysis. Equipment running normally.,,Approved,calendar,2025-03-30 18:12:18.628,2025-04-22 18:12:18.628,f
WO-1770967515004-7w0ltohmb,7440571a-841a-11ed-aa7c-7003bca91a86,AE 3 AE cylinder liners No.06,653.003.06,JOB-1768375698327-s9rfxwr8p,WO-653.003.06-2025-378,Planned,,,AE Cylinder Liner Inspection - 1M,3rd Engineer,07-Apr-2025,Completed,2025-04-07T00:00:00.000Z,,,Inspection,Calendar,1,Months,,f,,Chief Engineer,10-Apr-2025,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",vessel,,,,,,,,,Engine,,t,,,,,,,,,07-Apr-2025,07-Apr-2025,,3rd Engineer,2,1.4,1.3,"Carried out AE Cylinder Liner Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Equipment tested satisfactorily after completion of AE Cylinder Liner Inspection - 1M. No issues found.,Job completed satisfactorily. All parameters within normal limits.,,Approved,calendar,2025-03-28 00:00:00,2025-04-07 00:00:00,f
